iter	MultiRMSE
1183	4.81586004
1184	4.815441334
1185	4.815070924
1186	4.81476718
1187	4.814146697
1188	4.813554287
1189	4.812909025
1190	4.812443547
1191	4.811967607
1192	4.811363061
1193	4.810884788
1194	4.810504134
1195	4.810066455
1196	4.809636055
1197	4.809133424
1198	4.808443979
1199	4.807955524
1200	4.807475871
1201	4.807089706
1202	4.806626836
1203	4.806153388
1204	4.805615788
1205	4.805140351
1206	4.804721004
1207	4.804094262
1208	4.803286484
1209	4.802698042
1210	4.802218743
1211	4.801841372
1212	4.80144556
1213	4.800944224
1214	4.800504679
1215	4.799658954
1216	4.799207482
1217	4.798692048
1218	4.798163583
1219	4.797642661
1220	4.797325136
1221	4.796499601
1222	4.795681764
1223	4.795179128
1224	4.794560092
1225	4.79397567
1226	4.793417783
1227	4.792919827
1228	4.792387196
1229	4.791792236
1230	4.791328667
1231	4.790641499
1232	4.790093418
1233	4.789573824
1234	4.789260649
1235	4.788555378
1236	4.78820205
1237	4.787692521
1238	4.78737152
1239	4.786548154
1240	4.785796244
1241	4.785373727
1242	4.784908449
1243	4.784495554
1244	4.783892775
1245	4.783396076
1246	4.78308912
1247	4.782689509
1248	4.782022327
1249	4.781527129
1250	4.781149424
1251	4.780580137
1252	4.780190866
1253	4.779484436
1254	4.779126903
1255	4.778361035
1256	4.777911757
1257	4.777408452
1258	4.776930003
1259	4.776457677
1260	4.775969303
1261	4.775365589
1262	4.77479563
1263	4.774330327
1264	4.773941605
1265	4.773504022
1266	4.772746663
1267	4.772304668
1268	4.771832507
1269	4.771470491
1270	4.771061981
1271	4.770542149
1272	4.77001004
1273	4.769502171
1274	4.768826502
1275	4.768222519
1276	4.767800611
1277	4.767258463
1278	4.766781234
1279	4.766030542
1280	4.765501497
1281	4.765020158
1282	4.764532589
1283	4.764219459
1284	4.763736926
1285	4.763280244
1286	4.762642208
1287	4.762229384
1288	4.761969104
1289	4.761504938
1290	4.761139075
1291	4.760834128
1292	4.760223438
1293	4.759727905
1294	4.759182894
1295	4.758730917
1296	4.758082299
1297	4.757788244
1298	4.757257792
1299	4.756727254
1300	4.756358796
1301	4.756071708
1302	4.755556703
1303	4.754920092
1304	4.754554406
1305	4.754152605
1306	4.753584181
1307	4.753247641
1308	4.752855031
1309	4.752423944
1310	4.75196806
1311	4.751351096
1312	4.75047672
1313	4.749934445
1314	4.749310742
1315	4.748865484
1316	4.748265533
1317	4.747791308
1318	4.747115688
1319	4.746694613
1320	4.746068578
1321	4.745559354
1322	4.745081405
1323	4.744792069
1324	4.743903721
1325	4.743601982
1326	4.743188852
1327	4.742703484
1328	4.74239365
1329	4.741884525
1330	4.741275414
1331	4.740832867
1332	4.740183028
1333	4.739352775
1334	4.739005237
1335	4.738604704
1336	4.73787471
1337	4.737423863
1338	4.736688174
1339	4.736178708
1340	4.735726455
1341	4.73528082
1342	4.734577516
1343	4.734228677
1344	4.73406012
1345	4.733549292
1346	4.732725717
1347	4.73222589
1348	4.731876371
1349	4.731103856
1350	4.730493107
1351	4.730081526
1352	4.729567939
1353	4.729119303
1354	4.728752167
1355	4.728468351
1356	4.727648591
1357	4.727212802
1358	4.726892114
1359	4.726349436
1360	4.725606816
1361	4.725130232
1362	4.724680386
1363	4.724244324
1364	4.723738315
1365	4.723460579
1366	4.723141736
1367	4.722790573
1368	4.722399849
1369	4.721870455
1370	4.721468676
1371	4.7210961
1372	4.720517985
1373	4.720054085
1374	4.719774471
1375	4.719274864
1376	4.718856646
1377	4.718335261
1378	4.717920091
1379	4.717330793
1380	4.716645087
1381	4.716175525
1382	4.715760908
1383	4.715463196
1384	4.714865207
1385	4.714454427
1386	4.71413909
1387	4.71393113
1388	4.713436485
1389	4.712996708
1390	4.712332557
1391	4.711677198
1392	4.71123322
1393	4.710676236
1394	4.709884279
1395	4.709341515
1396	4.708893287
1397	4.708563296
1398	4.708233156
1399	4.707796993
1400	4.707129545
1401	4.706509569
1402	4.706203
1403	4.705704113
1404	4.705014821
1405	4.704353822
1406	4.703674404
1407	4.703369361
1408	4.703041739
1409	4.702433939
1410	4.701878385
1411	4.701273794
1412	4.700507583
1413	4.699932862
1414	4.699268658
1415	4.698744311
1416	4.698285719
1417	4.697791029
1418	4.697342648
1419	4.696830619
1420	4.696502554
1421	4.696107307
1422	4.69556748
1423	4.695019072
1424	4.694542047
1425	4.694001638
1426	4.693632525
1427	4.693038438
1428	4.692858148
1429	4.692078492
1430	4.691705424
1431	4.69132586
1432	4.690980143
1433	4.690415057
1434	4.68987536
1435	4.689331631
1436	4.689037294
1437	4.688352896
1438	4.688046926
1439	4.687419432
1440	4.687031811
1441	4.686511257
1442	4.685948164
1443	4.685384815
1444	4.68487829
1445	4.68447485
1446	4.684018805
1447	4.68371391
1448	4.683102325
1449	4.682734668
1450	4.682460392
1451	4.681768991
1452	4.681289436
1453	4.680891017
1454	4.680296762
1455	4.679877761
1456	4.679122443
1457	4.678670596
1458	4.678264953
1459	4.677799733
1460	4.677142048
1461	4.676760243
1462	4.676013641
1463	4.67570592
1464	4.675390935
1465	4.674951248
1466	4.674536508
1467	4.674152704
1468	4.673704239
1469	4.67345433
1470	4.673102044
1471	4.672347619
1472	4.671919515
1473	4.67159113
1474	4.671250049
1475	4.670926608
1476	4.670315463
1477	4.67006792
1478	4.669788039
1479	4.669434193
1480	4.669131721
1481	4.668599916
1482	4.668286981
1483	4.668037897
1484	4.667296118
1485	4.666901308
1486	4.666239915
1487	4.665902602
1488	4.665460015
1489	4.665125911
1490	4.66476692
1491	4.664431885
1492	4.663916151
1493	4.663452806
1494	4.663075185
1495	4.662887387
1496	4.662244535
1497	4.661946506
1498	4.661507634
1499	4.661186348
